Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
John Skelton,ARI,QB,22,5,4,0,0,662,2,126,49,0,10,0,0,33.4,2,3,1
Delanie Walker,SFO,TE,26,14,8,45,29,0,0,0,18,0,3,331,0,61.9,0,1,1
Andre Caldwell,CIN,WR,25,15,5,37,25,0,0,0,-2,0,1,345,0,57.3,0,1,1
Craig Davis,SDG,WR,25,7,1,39,21,0,0,0,0,0,0,259,1,52.9,0,0,
Jason Hill,2TM,WR,25,8,1,21,11,0,0,0,0,0,0,248,1,41.8,0,0,
Greg Camarillo,MIN,WR,28,16,1,34,20,0,0,0,0,0,0,240,1,50.0,0,0,
Ted Ginn Jr.,SFO,WR,25,13,0,35,12,0,0,0,11,0,2,163,1,41.4,0,1,
Zach Miller,JAX,TE,26,15,5,26,20,0,0,0,9,0,2,216,1,48.5,0,0,
Tyler Thigpen,MIA,QB,26,5,1,0,0,435,2,62,73,0,13,0,0,28.7,2,1,
Derek Hagan,NYG,WR,26,7,4,43,24,0,0,0,0,0,0,223,1,52.3,0,0,
Andrew Quarless,GNB,TE,22,13,3,33,21,0,0,0,0,0,0,238,1,48.8,0,1,1
Billy Bajema,STL,TE,28,13,8,24,14,0,0,0,0,0,0,145,2,40.5,0,1,
Chris Chambers,KAN,WR,32,13,7,43,22,0,0,0,0,0,0,213,1,49.3,0,0,
Jake Delhomme,CLE,QB,35,5,4,0,0,872,2,149,-2,0,8,0,0,26.7,7,3,1
Mike Hart,IND,RB,24,7,1,6,6,0,0,0,185,1,43,25,0,33.0,0,0,
Jacob Hester,SDG,RB,25,15,7,26,22,0,0,0,60,0,26,145,1,48.5,0,0,
Donald Jones,BUF,WR,23,15,5,41,18,0,0,0,1,0,3,213,1,45.4,0,0,
Martellus Bennett,DAL,TE,23,16,11,47,33,0,0,0,0,0,0,260,0,59.0,0,1,
Matt Flynn,GNB,QB,25,7,1,0,0,433,3,66,26,0,9,0,0,25.9,2,1,1
Tarvaris Jackson,MIN,QB,27,3,1,0,0,341,3,58,63,0,7,0,0,25.9,4,1,
Julius Jones,2TM,RB,29,12,2,22,17,0,0,0,223,0,60,59,0,43.2,0,1,1
Brian Leonard,CIN,RB,26,11,0,26,20,0,0,0,61,0,9,137,1,45.8,0,0,
Dante Rosario,CAR,TE,26,16,6,58,32,0,0,0,-2,0,1,264,0,58.2,0,0,
Kevin Smith,DET,RB,24,6,0,16,11,0,0,0,133,0,34,123,0,36.6,0,0,
Trent Edwards,2TM,QB,27,5,3,0,0,521,2,101,58,0,14,0,0,24.6,5,0,
Stephen McGee,DAL,QB,25,2,1,0,0,238,2,44,74,0,13,0,0,24.9,0,1,
Mike Sellers,WAS,RB,35,16,8,40,20,0,0,0,2,0,4,224,0,44.6,0,0,
Travis Beckum,NYG,TE,23,16,2,18,13,0,0,0,0,0,0,116,2,36.6,0,0,
Bernard Berrian,MIN,WR,30,14,9,54,28,0,0,0,-8,0,1,252,0,52.4,0,2,
Jeff King,CAR,TE,27,16,16,32,19,0,0,0,0,0,0,121,2,43.1,0,0,
Craig Stevens,TEN,TE,26,15,13,23,11,0,0,0,0,0,0,122,2,35.2,0,0,
Charlie Batch,PIT,QB,36,3,2,0,0,352,3,49,30,0,7,0,0,23.1,3,2,
Bryant Johnson,DET,WR,29,14,7,49,18,0,0,0,0,0,0,210,0,41.0,0,0,
Donald Lee,GNB,TE,30,15,6,12,11,0,0,0,0,0,0,73,3,34.3,0,1,1
Golden Tate,SEA,WR,22,11,0,39,21,0,0,0,4,0,2,227,0,44.1,0,1,
Kelley Washington,SDG,WR,31,8,0,14,13,0,0,0,0,0,0,173,1,36.3,0,0,
John Gilmore,TAM,TE,31,16,11,18,13,0,0,0,0,0,0,160,1,35.0,0,0,
Ruvell Martin,SEA,WR,28,5,0,9,7,0,0,0,0,0,0,158,1,28.8,0,0,
Le'Ron McClain,BAL,RB,26,15,13,26,21,0,0,0,85,0,28,134,0,42.9,0,0,
Ovie Mughelli,ATL,RB,30,16,6,18,13,0,0,0,36,0,13,126,1,35.2,0,0,
Sammie Stroughter,TAM,WR,24,12,4,38,24,0,0,0,2,0,1,239,0,46.1,0,1,1
Damian Williams,TEN,WR,22,16,1,28,16,0,0,0,5,0,1,219,0,38.4,0,0,
Antonio Brown,PIT,WR,22,9,0,19,16,0,0,0,0,0,0,167,0,36.7,0,1,1
Patrick Cobbs,MIA,RB,27,16,1,18,8,0,0,0,0,0,4,91,2,29.1,0,1,
Ed Dickson,BAL,TE,23,15,3,23,11,0,0,0,0,0,0,152,1,32.2,0,0,
Joe McKnight,NYJ,RB,22,9,1,4,3,0,0,0,189,0,39,20,0,23.9,0,0,
Chad Hall,PHI,WR,24,8,1,18,11,0,0,0,29,0,9,115,1,31.4,0,0,
Greg Lewis,MIN,WR,30,13,5,37,17,0,0,0,0,0,0,197,0,36.7,0,0,
Marlon Moore,MIA,WR,23,9,0,19,6,0,0,0,16,0,1,128,1,26.4,0,0,
Leonard Pope,KAN,TE,27,16,6,19,10,0,0,0,0,0,0,76,2,29.6,0,0,
Owen Schmitt,PHI,RB,25,15,5,24,19,0,0,0,0,0,0,136,1,38.6,0,0,
Chris Baker,SEA,TE,31,16,13,19,9,0,0,0,0,0,0,116,1,26.6,0,0,
Riley Cooper,PHI,WR,23,13,2,18,7,0,0,0,0,0,0,116,1,24.6,0,0,
Lousaka Polite,MIA,RB,29,16,10,17,12,0,0,0,62,1,26,61,0,30.3,0,0,
Eric Weems,ATL,WR,25,16,4,6,6,0,0,0,0,0,0,61,0,24.1,0,0,
Lance Ball,DEN,RB,25,10,0,6,3,0,0,0,158,0,41,16,0,20.4,0,1,
Mike Bell,2TM,RB,27,16,1,10,7,0,0,0,99,0,47,67,0,23.6,0,2,
Alge Crumpler,NWE,TE,33,16,10,10,6,0,0,0,0,0,0,52,2,23.2,0,0,
Joey Galloway,WAS,WR,39,10,4,38,12,0,0,0,0,0,0,173,0,29.3,0,0,
Deji Karim,JAX,RB,24,11,0,7,3,0,0,0,160,0,35,10,0,20.0,0,4,
Verran Tucker,KAN,WR,22,11,2,19,6,0,0,0,0,0,0,114,1,23.4,0,0,
Terrance Copper,KAN,WR,28,16,3,28,18,0,0,0,0,0,0,157,0,33.7,0,0,
Julian Edelman,NWE,WR,24,15,3,14,7,0,0,0,14,0,2,86,0,23.0,0,1,
Justin Peelle,ATL,TE,31,13,8,15,10,0,0,0,0,0,0,96,1,25.6,0,0,
Dominic Rhodes,IND,RB,31,3,0,4,1,0,0,0,172,0,37,4,0,16.6,0,1,1
Fred Taylor,NWE,RB,34,7,0,3,2,0,0,0,155,0,43,6,0,18.1,0,0,
Devin Aromashodu,CHI,WR,26,14,2,24,10,0,0,0,0,0,0,149,0,24.9,0,0,
Dezmon Briscoe,TAM,WR,21,2,0,7,6,0,0,0,0,0,0,93,1,21.3,0,0,
Eric Decker,DEN,WR,23,14,0,8,6,0,0,0,0,0,0,106,1,20.6,0,3,1
Daniel Graham,DEN,TE,32,16,16,37,18,0,0,0,0,0,0,148,0,32.8,0,1,
Jim Kleinsasser,MIN,TE,33,16,7,21,17,0,0,0,0,0,0,148,0,31.8,0,0,
Todd Bouman,JAX,QB,38,1,1,0,0,222,2,34,8,0,2,0,0,13.7,2,0,
Naaman Roosevelt,BUF,WR,23,6,1,17,9,0,0,0,3,0,1,139,0,23.2,0,0,
Matt Spaeth,PIT,TE,27,14,13,18,9,0,0,0,0,0,0,80,1,23.0,0,0,
Maurice Stovall,TAM,WR,25,12,1,9,7,0,0,0,0,0,0,81,1,21.1,0,0,
Tyrell Sutton,CAR,RB,24,9,0,12,12,0,0,0,71,0,13,70,0,26.1,0,0,
Danny Ware,NYG,RB,25,14,0,9,7,0,0,0,73,0,20,67,0,21.0,0,0,
Clay Harbor,PHI,TE,23,9,6,15,9,0,0,0,0,0,0,72,1,22.2,0,0,
Spencer Larsen,DEN,RB,26,11,5,5,5,0,0,0,18,0,3,51,1,17.9,0,0,
Sammy Morris,NWE,RB,33,16,0,12,7,0,0,0,56,0,20,77,0,20.3,0,1,
Dimitri Nance,GNB,RB,22,12,0,4,3,0,0,0,95,0,36,30,0,15.5,0,0,
Michael Robinson,SEA,RB,27,11,4,13,8,28,0,1,77,0,12,37,0,20.5,0,0,
David Anderson,HOU,WR,27,12,1,18,11,0,0,0,0,0,0,117,0,22.7,0,0,
Jackie Battle,KAN,RB,27,16,0,3,1,0,0,0,50,1,20,9,0,12.9,0,0,
David Clowney,2TM,WR,25,13,0,16,7,0,0,0,0,0,0,124,0,19.4,0,0,
Sam Hurd,DAL,WR,25,15,1,23,14,0,0,0,0,0,0,120,0,26.0,0,0,
Laurence Maroney,DEN,RB,25,4,3,7,4,0,0,0,74,0,36,50,0,16.4,0,1,
Cameron Morrah,SEA,TE,23,15,3,18,9,0,0,0,0,0,0,117,0,20.7,0,0,
Kassim Osgood,JAX,WR,30,16,3,16,6,0,0,0,0,0,0,60,1,18.0,0,0,
Ben Patrick,ARI,TE,26,15,7,18,15,0,0,0,0,0,0,123,0,27.3,0,1,
Robert Royal,CLE,TE,31,15,4,12,5,0,0,0,0,0,0,56,1,16.6,0,0,
James Starks,GNB,RB,24,3,0,4,2,0,0,0,101,0,29,15,0,13.6,0,0,
Mark Brunell,NYJ,QB,40,2,0,0,0,117,2,13,0,0,0,0,0,10.7,1,0,
John Conner,NYJ,RB,23,16,0,4,2,0,0,0,44,1,8,9,0,13.3,0,0,
James Davis,2TM,RB,24,7,0,5,4,0,0,0,60,0,19,45,0,14.5,0,0,
Kevin Faulk,NWE,RB,34,2,2,10,6,0,0,0,45,0,8,62,0,16.7,0,0,
Jerome Felton,DET,RB,24,16,2,15,8,0,0,0,76,0,22,54,0,19.0,0,1,1
Chris Gronkowski,DAL,RB,24,14,7,14,7,0,0,0,17,0,5,35,1,18.2,0,0,
Donte' Stallworth,BAL,WR,30,8,0,5,2,0,0,0,45,0,5,82,0,12.7,0,1,1
Jonathan Stupar,BUF,TE,26,16,3,13,12,0,0,0,0,0,0,111,0,23.1,0,1,
Tiquan Underwood,JAX,WR,23,10,0,22,8,0,0,0,0,0,0,111,0,19.1,0,0,
Roydell Williams,WAS,WR,29,16,0,18,8,0,0,0,0,0,0,109,0,18.9,0,0,
Aaron Brown,DET,RB,25,6,0,13,8,0,0,0,58,0,17,45,0,18.3,0,0,
James Casey,HOU,RB,26,16,4,14,8,0,0,0,0,0,0,98,0,17.8,0,0,
Heath Evans,NOR,RB,32,16,6,11,7,0,0,0,2,0,2,41,1,17.3,0,0,
Ahmard Hall,TEN,RB,31,16,4,20,15,0,0,0,1,0,1,100,0,25.1,0,0,
Will Heller,DET,TE,29,16,5,5,4,0,0,0,0,0,0,37,1,13.7,0,0,
Johnnie Lee Higgins,OAK,WR,27,13,1,30,10,0,0,0,0,0,0,103,0,20.3,0,0,
Max Komar,ARI,WR,23,8,0,22,12,0,0,0,0,0,0,117,0,21.7,0,3,1
Stefan Logan,DET,RB,29,16,0,1,0,0,0,1,95,0,15,0,0,9.5,0,3,3
Brandon Manumaleuna,CHI,TE,30,16,13,7,5,0,0,0,0,0,0,43,1,15.3,0,0,
Marc Mariani,TEN,,23,16,0,2,0,0,0,0,0,0,0,0,0,10.0,0,3,1
David Martin,BUF,TE,31,16,9,8,7,0,0,0,0,0,0,43,1,17.3,0,0,
Chaz Schilens,OAK,WR,25,5,0,9,5,0,0,0,0,0,0,40,1,15.0,0,0,
Steve Slaton,HOU,RB,24,12,1,4,3,0,0,0,93,0,19,11,0,13.4,0,0,
Naufahu Tahi,MIN,RB,29,15,7,6,6,0,0,0,1,0,1,39,1,16.0,0,0,
Stephen Williams,ARI,WR,24,11,3,23,9,0,0,0,0,0,0,101,0,19.1,0,0,
Dominique Zeigler,SFO,WR,26,11,0,15,9,0,0,0,0,0,0,98,0,18.8,0,0,
Dennis Dixon,PIT,QB,25,2,2,0,0,254,0,32,32,0,5,0,0,9.4,1,2,1
Vonta Leach,HOU,RB,29,16,5,15,8,0,0,0,0,0,0,91,0,17.1,0,0,
Michael Palmer,ATL,TE,22,14,1,8,5,0,0,0,0,0,0,29,1,13.9,0,0,
Adrian Arrington,NOR,WR,25,1,0,9,7,0,0,0,0,0,0,79,0,14.9,0,0,
Brandon Banks,WAS,WR,23,13,0,5,2,0,0,0,6,0,2,10,0,9.6,0,2,
Kellen Davis,CHI,TE,25,16,3,2,1,0,0,0,0,0,0,19,1,8.9,0,0,
Josh Johnson,TAM,QB,24,11,0,1,0,111,0,16,39,0,4,0,0,8.3,0,0,
Corey McIntyre,BUF,RB,31,16,7,8,4,0,0,0,5,1,4,32,0,11.7,0,1,1
Brandon Myers,OAK,TE,25,15,3,16,12,0,0,0,0,0,0,80,0,20.0,0,1,
David Reed,BAL,WR,23,13,0,1,0,0,0,0,15,0,1,0,0,7.5,0,0,
Keith Toston,STL,RB,23,16,0,2,2,0,0,0,54,0,19,29,0,10.3,0,0,
Darrel Young,WAS,RB,23,16,0,1,1,0,0,0,19,0,4,3,1,9.2,0,0,
Kellen Clemens,NYJ,QB,27,1,0,0,0,6,0,2,9,1,2,0,0,7.1,0,0,
Anthony Gonzalez,IND,WR,26,2,0,9,5,0,0,0,0,0,0,67,0,11.7,0,0,
Dan Gronkowski,DEN,TE,25,12,4,13,8,0,0,0,0,0,0,65,0,14.5,0,0,
Bear Pascoe,NYG,TE,24,15,11,13,9,0,0,0,0,0,0,72,0,16.2,0,0,
Logan Paulsen,WAS,TE,23,11,0,2,2,0,0,0,0,0,0,10,1,9.0,0,0,
Gijon Robinson,IND,TE,26,11,2,7,3,0,0,0,0,0,0,12,1,10.2,0,0,
Kory Sperry,SDG,TE,25,7,1,4,4,0,0,0,0,0,0,73,0,11.3,0,0,
Brian St. Pierre,CAR,QB,31,1,1,0,0,173,1,28,0,0,0,0,0,6.9,2,0,
Brett Swain,GNB,WR,25,16,1,9,6,0,0,0,0,0,0,72,0,13.2,0,0,
Josh Vaughan,CAR,RB,24,3,0,0,0,0,0,0,7,1,3,0,0,6.7,0,0,
Kris Wilson,SDG,TE,29,14,7,,6,0,0,0,0,0,0,73,0,13.3,0,1,
Jason Wright,ARI,RB,28,15,1,16,8,0,0,0,28,0,6,42,0,15.0,0,1,
Ramses Barden,NYG,WR,24,6,0,7,5,0,0,0,0,0,0,64,0,11.4,0,0,
Tom Crabtree,GNB,TE,25,16,1,7,4,0,0,0,0,0,0,61,0,10.1,0,0,
Tony Fiammetta,CAR,RB,24,14,9,10,5,0,0,0,22,0,7,34,0,10.6,0,0,
Lavelle Hawkins,TEN,WR,24,6,0,6,5,0,0,0,0,0,0,61,0,11.1,0,0,
Brian Hoyer,NWE,QB,25,5,0,0,0,122,1,15,-8,0,10,0,0,6.1,1,0,
Roberto Wallace,MIA,WR,24,12,0,10,6,0,0,0,0,0,0,62,0,12.2,0,0,
Terrence Austin,WAS,WR,22,5,0,5,3,0,0,0,0,0,0,47,0,7.7,0,0,
Tim Castille,KAN,RB,26,10,4,12,10,0,0,0,3,0,5,43,0,14.6,0,0,
Jim Dray,ARI,TE,24,16,3,9,3,0,0,0,0,0,0,47,0,7.7,0,0,
Ryan Grant,GNB,RB,28,1,1,0,0,0,0,0,45,0,8,0,0,4.5,0,0,
David Johnson,PIT,TE,23,16,5,6,4,0,0,0,0,0,0,46,0,8.6,0,0,
Greg Jones,JAX,RB,29,16,13,11,11,0,0,0,4,0,2,47,0,16.1,0,0,
Luke McCown,JAX,QB,29,1,0,0,0,120,0,19,4,0,1,0,0,5.2,0,0,
Preston Parker,TAM,WR,23,9,0,9,4,0,0,0,7,0,1,42,0,8.9,0,0,
Richard Bartel,ARI,QB,27,1,0,0,0,150,0,28,0,0,0,0,0,4.0,1,0,
Eldra Buckley,PHI,RB,25,16,0,2,1,0,0,0,67,0,21,10,0,4.7,0,1,2
Brody Eldridge,IND,TE,23,14,8,9,5,0,0,0,0,0,0,39,0,8.9,0,0,
Mardy Gilyard,STL,WR,24,11,2,16,6,0,0,0,0,0,0,63,0,10.3,0,1,1
Brandon James,IND,RB,23,3,0,11,6,0,0,0,0,0,0,40,0,10.0,0,0,
Dwayne Jarrett,CAR,WR,24,3,0,5,2,0,0,0,0,0,0,40,0,6.0,0,0,
Gartrell Johnson,ATL,RB,24,9,0,5,3,0,0,0,36,0,10,6,0,7.2,0,1,
Reggie Kelly,CIN,TE,33,16,14,13,10,0,0,0,0,0,0,42,0,14.2,0,0,
Nick Miller,OAK,WR,23,9,0,4,3,0,0,0,0,0,0,40,0,7.0,0,2,
Taylor Price,NWE,WR,23,1,0,4,3,0,0,0,0,0,0,41,0,7.1,0,0,
Ryan Purvis,TAM,TE,24,10,2,6,5,0,0,0,0,0,0,38,0,8.8,0,0,
Tony Richardson,NYJ,RB,39,16,10,5,5,0,0,0,13,0,5,31,0,9.4,0,0,
Mickey Shuler,MIA,TE,24,6,2,5,2,0,0,0,0,0,0,44,0,6.4,0,0,
Stephen Spach,ARI,TE,28,15,11,17,7,0,0,0,0,0,0,40,0,11.0,0,0,
Jerramy Stevens,TAM,TE,31,5,1,5,3,0,0,0,0,0,0,43,0,7.3,0,0,
Albert Young,MIN,RB,25,3,0,2,2,0,0,0,29,0,13,11,0,6.0,0,0,
Nate Byham,SFO,TE,22,14,3,7,5,0,0,0,0,0,0,27,0,7.7,0,0,
Rock Cartwright,OAK,RB,31,16,0,3,1,0,0,0,22,0,9,10,0,4.2,0,0,
Chase Coffman,CIN,TE,24,6,0,5,3,0,0,0,0,0,0,30,0,6.0,0,0,
Mike Cox,KAN,RB,25,7,2,4,4,0,0,0,0,0,0,27,0,6.7,0,0,
Jeff Dugan,MIN,TE,29,16,4,5,4,0,0,0,2,0,2,30,0,7.2,0,0,
Jonathan Dwyer,PIT,RB,21,1,0,0,0,0,0,0,28,0,9,0,0,2.8,0,0,
Quinton Ganther,2TM,RB,26,11,1,3,2,0,0,0,18,0,9,9,0,4.7,0,0,
Quinn Johnson,GNB,RB,24,11,4,4,3,0,0,0,0,0,0,26,0,5.6,0,0,
Mike Karney,STL,RB,29,12,5,5,5,0,0,0,12,0,6,14,0,7.6,0,0,
Jake O'Connell,KAN,TE,25,15,2,4,3,0,0,0,0,0,0,31,0,6.1,0,0,
Kevin Ogletree,DAL,WR,23,6,0,6,3,0,0,0,0,0,0,34,0,6.4,0,0,
Patrick Turner,NYJ,WR,23,5,0,2,2,0,0,0,0,0,0,26,0,4.6,0,0,
Lawrence Vickers,CLE,RB,27,16,4,9,4,0,0,0,11,0,5,15,0,6.6,0,0,
Derrick Williams,DET,WR,24,7,1,5,3,0,0,0,0,0,0,30,0,6.0,0,0,
Hank Baskett,2TM,WR,28,8,0,4,1,0,0,0,0,0,0,18,0,2.8,0,0,
Michael Bennett,OAK,RB,32,7,0,2,2,0,0,0,11,0,2,9,0,4.0,0,0,
Brock Bolen,JAX,RB,25,4,0,3,1,0,0,0,0,0,0,15,0,2.5,0,0,
Michael Clayton,NYG,WR,28,6,0,4,2,0,0,0,0,0,0,19,0,3.9,0,0,
Thomas Clayton,2TM,RB,26,3,0,0,0,0,0,0,17,0,7,0,0,1.7,0,0,
Quan Cosby,CIN,WR,28,16,0,2,2,0,0,0,0,0,0,16,0,3.6,0,0,
Chase Daniel,NOR,QB,24,13,0,0,0,16,0,3,16,0,2,0,0,2.2,0,1,
Max Hall,ARI,QB,25,6,3,0,0,370,1,78,-5,0,1,0,0,2.3,6,5,2
Caleb Hanie,CHI,QB,25,2,0,0,0,55,0,7,-1,0,1,0,0,2.1,0,0,
Kareem Huggins,TAM,RB,24,3,0,2,1,0,0,0,11,0,4,7,0,2.8,0,0,
Byron Leftwich,PIT,QB,30,1,0,0,0,42,0,7,0,0,0,0,0,1.7,0,0,
Reagan Maui'a,ARI,RB,26,15,4,6,2,0,0,0,0,0,0,20,0,4.0,0,0,
Garrett Mills,PHI,RB,27,7,3,3,2,0,0,0,0,0,0,19,0,3.9,0,0,
Moran Norris,SFO,RB,32,16,11,9,4,0,0,0,0,0,3,20,0,6.0,0,0,
Jerious Norwood,ATL,RB,27,2,0,3,1,0,0,0,8,0,2,9,0,2.7,0,0,
Fendi Onobun,STL,TE,24,3,0,4,2,0,0,0,0,0,0,15,0,3.5,0,0,
Tyler Palko,KAN,QB,27,2,0,0,0,35,0,6,5,0,2,0,0,1.9,0,0,
Tony Pike,CAR,QB,24,1,0,0,0,47,0,12,0,0,0,0,0,1.9,0,0,
Zach Potter,JAX,TE,24,13,1,7,3,0,0,0,0,0,0,24,0,5.4,0,0,
Matt Willis,DEN,WR,26,6,0,2,1,0,0,0,0,0,0,17,0,2.7,0,0,
Sam Aiken,CLE,WR,30,3,0,1,1,0,0,0,0,0,0,7,0,1.7,0,0,
Kyle Boller,OAK,QB,29,5,0,0,0,25,0,4,18,0,7,0,0,0.8,1,1,
Lorenzo Booker,MIN,RB,26,4,0,6,5,0,0,0,0,0,0,32,0,6.2,0,1,1
Curtis Brinkley,SDG,RB,25,3,0,0,0,0,0,0,11,0,2,0,0,1.1,0,0,
David Carr,SFO,QB,31,1,0,0,0,67,0,13,0,0,0,0,0,0.7,1,0,
Scott Chandler,2TM,TE,25,13,1,3,1,0,0,0,0,0,0,8,0,1.8,0,0,
Desmond Clark,CHI,TE,33,5,0,2,1,0,0,0,0,0,0,12,0,2.2,0,0,
Kevin Curtis,2TM,WR,32,2,0,2,1,0,0,0,6,0,1,6,0,2.2,0,0,
Armanti Edwards,CAR,WR,22,3,0,2,0,0,0,1,7,0,1,0,0,0.7,0,1,
Yamon Figurs,2TM,WR,27,2,0,2,2,0,0,0,-4,0,1,17,0,3.3,0,1,
Richard Goodman,SDG,WR,23,3,0,2,1,0,0,0,0,0,0,25,0,1.5,0,1,1
Korey Hall,GNB,RB,27,12,6,1,1,0,0,0,0,0,0,9,0,1.9,0,0,
Ben Hartsock,NYJ,TE,30,16,7,3,1,0,0,0,0,0,0,7,0,1.7,0,0,
Madison Hedgecock,NYG,RB,29,4,3,2,2,0,0,0,0,0,0,8,0,2.8,0,0,
Paul Hubbard,BUF,WR,25,1,1,3,1,0,0,0,0,0,0,8,0,1.8,0,0,
Tory Humphrey,NOR,TE,27,6,2,2,1,0,0,0,0,0,0,12,0,2.2,0,0,
Manuel Johnson,DAL,WR,24,2,0,5,1,0,0,0,0,0,0,6,0,1.6,0,0,
Erik Lorig,TAM,RB,24,9,1,2,1,0,0,0,0,0,0,10,0,2.0,0,0,
Kregg Lumpkin,TAM,RB,26,11,0,1,1,0,0,0,0,0,1,12,0,2.2,0,0,
Carlton Mitchell,CLE,WR,22,5,0,1,0,0,0,0,9,0,1,0,0,0.9,0,0,
Shawn Nelson,BUF,TE,25,5,1,4,3,0,0,0,0,0,0,25,0,3.5,0,1,1
Jordan Palmer,CIN,QB,26,1,0,0,0,18,0,3,0,0,0,0,0,0.7,0,0,
Cedric Peerman,CIN,RB,24,7,0,3,1,0,0,0,1,0,2,11,0,2.2,0,0,
Chad Pennington,MIA,QB,34,1,1,0,0,19,0,2,0,0,0,0,0,0.8,0,0,
Chris Pressley,2TM,RB,24,7,0,1,1,0,0,0,0,0,1,6,0,1.6,0,0,
Richard Quinn,DEN,TE,24,14,4,2,1,0,0,0,0,0,0,9,0,1.9,0,0,
Chris Redman,ATL,QB,33,2,0,0,0,20,0,6,-1,0,1,0,0,0.7,0,0,
Alex Smith,CLE,TE,28,3,1,1,1,0,0,0,0,0,0,6,0,1.6,0,0,
Kyle Williams,SFO,WR,22,5,0,1,1,0,0,0,0,0,0,8,0,1.8,0,0,
Garrett Wolfe,CHI,RB,26,16,0,0,0,0,0,0,8,0,4,0,0,0.8,0,0,
Andre' Anderson,BUF,,22,2,0,,0,0,0,0,0,0,0,0,0,,0,,
Deon Anderson,DAL,,27,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Jake Ballard,NYG,,23,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Gary Banks,SDG,WR,29,2,2,3,1,0,0,0,0,0,0,2,0,1.2,0,0,
Gary Barnidge,CAR,,25,16,3,9,0,0,0,0,0,0,0,0,0,,0,,
Arnaz Battle,PIT,,30,15,0,2,0,0,0,0,0,0,0,0,0,,0,,
Joique Bell,2TM,,24,8,0,0,0,0,0,0,0,0,0,0,0,,0,,
Chris Brooks,IND,,23,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Andre Brown,2TM,RB,24,4,0,0,0,0,0,0,-1,0,2,0,0,-0.1,0,0,
Duke Calhoun,NYG,WR,23,9,0,2,1,0,0,0,0,0,0,4,0,1.4,0,0,
Jehuu Caulcrick,BUF,RB,27,2,0,0,0,0,0,0,2,0,1,0,0,0.2,0,0,
Brian Clark,DET,,27,4,0,1,0,0,0,0,0,0,0,0,0,,0,,
Colin Cloherty,SFO,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,
Daniel Coats,2TM,,26,10,0,2,0,0,0,0,0,0,0,0,0,,0,,
Brodie Croyle,KAN,QB,27,2,1,0,0,38,0,19,0,0,0,0,0,-0.5,1,0,
Victor Cruz,NYG,,24,3,0,,,,,,,,,,,,,,
Jeff Cumberland,NYJ,TE,23,1,0,2,1,0,0,0,0,0,0,3,0,1.3,0,0,
Dominique Curry,STL,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,
Britt Davis,DEN,,24,3,0,0,0,0,0,0,0,0,0,0,0,,0,,
Garrett Graham,HOU,,24,6,0,,0,0,0,0,0,0,0,0,0,,0,,
Clark Harris,CIN,,26,16,0,,0,0,0,0,0,0,0,0,0,,0,,
Chris Henry,SEA,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,
Lex Hilliard,MIA,RB,26,16,0,2,1,0,0,0,0,0,0,3,0,1.3,0,0,
Jesse Holley,DAL,,26,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,
Jeremy Horne,KAN,,24,3,0,1,0,0,0,0,0,0,0,0,0,,0,,
Rashawn Jackson,CAR,,23,2,1,0,0,0,0,0,0,0,0,0,0,,0,,
Brian Jennings,SFO,,34,16,0,,0,0,0,0,0,0,0,0,0,,0,,
Darcy Johnson,STL,,27,4,2,2,0,0,0,0,0,0,0,0,0,,0,,
Jerome Johnson,ARI,,25,1,0,1,0,0,0,0,0,0,0,0,0,,0,,
Larry Johnson,WAS,RB,31,2,0,0,0,0,0,0,2,0,5,0,0,0.2,0,0,
Onrea Jones,ARI,,27,2,0,,0,0,0,0,0,0,0,0,0,,0,,
Billy Latsko,SDG,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,
Mike Leach,ARI,,34,16,0,0,0,0,0,0,0,0,0,0,0,,0,,
Charly Martin,CAR,,26,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Jeron Mastrud,MIA,,23,8,2,1,0,0,0,0,0,0,0,0,0,,0,,
John Matthews,JAX,,24,3,0,1,0,0,0,0,0,0,0,0,0,,0,,
Anthony McCoy,SEA,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,
Lonyae Miller,DAL,,22,4,0,,0,0,0,0,0,0,0,0,0,,0,0,
Matthew Mulligan,NYJ,,25,13,1,1,0,0,0,0,0,0,0,0,0,,0,0,
John Nalbone,MIA,,24,2,0,,0,0,0,0,0,0,0,0,0,,0,,
Dan Orlovsky,HOU,,27,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Montell Owens,JAX,,26,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,
Jalen Parmele,BAL,,25,16,0,0,0,0,0,0,0,0,0,0,0,,0,1,
Dennis Pitta,BAL,TE,25,11,0,5,1,0,0,0,0,0,0,1,0,1.1,0,0,
